acc,loss,lr,val_acc,val_loss
0.9157566428184509,0.3003236636542679,0.0010000000474974513,0.9311594367027283,0.6631281662245612
0.9157566428184509,0.29120638098294577,0.0010000000474974513,0.9347826242446899,0.4275926082155438
0.9157566428184509,0.2934512340590102,0.0010000000474974513,0.9311594367027283,0.28747893173409544
0.9157566428184509,0.2884025172491713,0.0010000000474974513,0.9311594367027283,0.30396811854418204
0.9157566428184509,0.2903941786977319,0.0010000000474974513,0.9311594367027283,0.33590085865200864
0.9157566428184509,0.2880010994008848,0.0010000000474974513,0.9311594367027283,0.2583417452979779
0.9157566428184509,0.28482722427097384,0.0010000000474974513,0.06521739065647125,1.3627306879430576
0.9157566428184509,0.2881148727770529,0.0010000000474974513,0.06521739065647125,1.4805535561796548
0.9157566428184509,0.2892031545014166,0.0010000000474974513,0.9347826242446899,0.3209885276746059
0.9157566428184509,0.29910502690885815,0.0010000000474974513,0.9311594367027283,0.2555661616118058
0.9157566428184509,0.2912845229395838,0.0010000000474974513,0.9311594367027283,0.25861674180065375
0.9157566428184509,0.2877584870864002,0.0010000000474974513,0.9347826242446899,0.2533641847903314
0.9157566428184509,0.2893752446877603,0.0010000000474974513,0.06521739065647125,1.149110249851061
0.9157566428184509,0.28849202980303357,0.0010000000474974513,0.9311594367027283,0.37458764470141864
0.9157566428184509,0.29142402077613866,0.0010000000474974513,0.9311594367027283,0.31763426117275073
0.9157566428184509,0.28889707721153773,0.0010000000474974513,0.5724637508392334,0.7033354735028916
0.9157566428184509,0.28823266280655185,0.0010000000474974513,0.9311594367027283,0.2569641237673552
0.9157566428184509,0.28724288754455757,0.0010000000474974513,0.06521739065647125,3.1335840363433394
0.9157566428184509,0.28711739310329304,0.0010000000474974513,0.9311594367027283,0.2688473620708438
0.9157566428184509,0.28980713227237814,0.0010000000474974513,0.9311594367027283,0.2567495285816815
0.9157566428184509,0.29011390868475584,0.0010000000474974513,0.9311594367027283,0.2774775702020396
0.9157566428184509,0.28914907896620995,0.0010000000474974513,0.06521739065647125,1.345788029656894
0.9157566428184509,0.2906891029798854,0.0010000000474974513,0.9311594367027283,0.26870062688122626
0.9157566428184509,0.2871801939076641,0.0010000000474974513,0.9311594367027283,0.5652792804024142
0.9157566428184509,0.28872179420150573,0.0010000000474974513,0.9311594367027283,0.3593812229894642
0.9157566428184509,0.287906648402281,0.0010000000474974513,0.9347826242446899,0.3706153985382854
0.9157566428184509,0.2996839198767674,0.0010000000474974513,0.9311594367027283,0.26499156826648157
0.9157566428184509,0.28897475940574907,0.0010000000474974513,0.9311594367027283,0.2615547292474387
0.9157566428184509,0.29024614391386416,0.0010000000474974513,0.9311594367027283,0.26448330304760864
